TIME FRAME,GEOGRAPHY,BRAND,DESCRIPTION,UPC,# of Stores,# of Stores Selling,Dollars,Units,ARP,Average Weekly Dollars,Average Weekly Units,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Cprhl Reg Cs*16 Tpst Ss 9.2oz,00-37000-71043,"1,968.0",3.0,$20.97,3.0,$6.99,$20.97,3.0,$6.99,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Cr Kids Disney Stitch 24/4.2oz,00-30772-21054,"1,968.0",400.1,"$3,468.39","1,337.0",$2.59,"$3,468.39","1,337.0",$8.67,3.3
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Arctic Fresh Toothpaste 3.3oz,00-30772-12551,"1,968.0","1,950.1","$84,500.43","17,075.0",$4.95,"$84,500.43","17,075.0",$43.33,8.8
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Glamorous White Toothpaste 3.3oz,00-30772-12556,"1,968.0","1,669.1","$29,891.37","5,988.0",$4.99,"$29,891.37","5,988.0",$17.91,3.6
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Radiant Mint Toothpaste 3.3oz,00-30772-12547,"1,968.0","1,966.0","$186,384.37","37,697.0",$4.94,"$186,384.37","37,697.0",$94.82,19.2
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Teeth Whitening Toothpaste 3.3oz (3pk),00-30772-10337,"1,968.0","1,899.9","$165,136.65","12,671.0",$13.03,"$165,136.65","12,671.0",$86.91,6.7
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Teeth Whitening Toothpaste Radiant Mint 6.6oz (2pk),00-30772-12546,"1,968.0","1,959.9","$231,573.99","25,977.0",$8.91,"$231,573.99","25,977.0",$118.15,13.3
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Toothpaste 3.3 Oz (9 Pk),00-30772-10335,"1,968.0","1,766.1","$94,798.21","7,269.0",$13.04,"$94,798.21","7,269.0",$53.68,4.1
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Advanced Whitening Arctic Fresh Toothpaste 3.3oz (2pk),00-30772-12550,"1,968.0","1,934.9","$128,956.55","14,478.0",$8.91,"$128,956.55","14,478.0",$66.64,7.5
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Anticavity Toothpaste Radiant Mint 2.4oz,00-30772-12548,"1,968.0","1,929.0","$127,012.67","30,493.0",$4.17,"$127,012.67","30,493.0",$65.84,15.8
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest 3d White Brilliance Vibrant Peppermint Teeth Whitening Toothpaste 4.6oz,00-30772-11252,"1,968.0","1,862.9","$73,635.22","8,277.0",$8.90,"$73,635.22","8,277.0",$39.53,4.4
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Complete Plus Scope Whitening Toothpaste 5.4 Oz,00-37000-85193,"1,968.0","1,834.0","$38,457.08","9,744.0",$3.95,"$38,457.08","9,744.0",$20.97,5.3
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Complete W Scope White Gel Toothpst 4oz,00-37000-71157,"1,968.0","1,796.0","$31,224.83","8,517.0",$3.67,"$31,224.83","8,517.0",$17.39,4.7
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Frsmt Wtcac Tpst Ss 2.7oz,27-00716-43241,"1,968.0",2.0,$5.58,2.0,$2.79,$5.58,2.0,$2.79,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Gum Detox Rstore Pro Toothpaste 4.6 Oz,00-30772-11271,"1,968.0",5.9,$25.99,6.0,$4.33,$25.99,6.0,$4.33,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Plus Scope Minty Fresh 2.7 Oz,00-37000-17281,"1,968.0","1,879.1","$142,335.13","47,954.0",$2.97,"$142,335.13","47,954.0",$75.75,25.5
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Plus Scope Minty Fresh Complete Whitening Toothpaste 5.4 Oz (2 Pk),00-37000-85379,"1,968.0","1,856.0","$67,214.22","9,761.0",$6.89,"$67,214.22","9,761.0",$36.21,5.3
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Pro Health Advanced Deep Clean Mint Toothpaste 5.1oz,00-37000-97667,"1,968.0","1,849.9","$46,525.33","9,396.0",$4.95,"$46,525.33","9,396.0",$25.15,5.1
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Pro Health Clean Mint Toothpaste 4.3 Oz,00-30772-05721,"1,968.0","1,910.9","$46,069.33","11,630.0",$3.96,"$46,069.33","11,630.0",$24.11,6.1
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Pro-health Gum Detoxify Deep Clean Toothpaste 4.8oz,00-30772-11257,"1,968.0","1,797.0","$59,553.94","6,736.0",$8.84,"$59,553.94","6,736.0",$33.14,3.8
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Pro-health Princss Tthpst Bubblgm 4.2oz,00-68305-63235,"1,968.0","1,676.9","$14,450.46","5,568.0",$2.60,"$14,450.46","5,568.0",$8.62,3.3
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Pro-health Whitening Gel Tothpst 17.2oz,00-30772-05884,"1,968.0","1,565.0","$31,946.81","4,615.0",$6.92,"$31,946.81","4,615.0",$20.41,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Scope Outlast Mint Toothpaste 5.4 Oz,00-37000-90785,"1,968.0","1,877.1","$50,983.75","12,867.0",$3.96,"$50,983.75","12,867.0",$27.16,6.9
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Strawberry Toothpaste 4.2 Oz,00-30772-16271,"1,968.0","1,566.9","$18,479.06","4,654.0",$3.97,"$18,479.06","4,654.0",$11.79,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Toothpaste Bks Wh/px Fm/flr Tb 8.2 Oz,00-37000-32025,"1,968.0","1,718.1","$18,641.69","6,104.0",$3.05,"$18,641.69","6,104.0",$10.85,3.6
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Toothpaste G S-c/flr Tb 4 Oz,00-37000-00382,"1,968.0","1,898.9","$33,181.56","16,765.0",$1.98,"$33,181.56","16,765.0",$17.47,8.8
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Toothpaste Tube Gel 8.2 Oz,00-37000-00311,"1,968.0","1,842.1","$31,022.67","10,477.0",$2.96,"$31,022.67","10,477.0",$16.84,5.7
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Crest Toothpste + Scope .85 Oz,00-37000-38592,"1,968.0",3.9,$5.76,5.0,$1.15,$5.76,5.0,$1.44,1.3
1 Week End 07/13/2025,TARGET CORP - RMA,CREST,Cskds Spkfn Atcvt Tpst 13.8oz,00-37000-77067,"1,968.0","1,817.1","$44,942.42","9,036.0",$4.97,"$44,942.42","9,036.0",$24.73,5.0
1 Week End 07/13/2025,TARGET CORP - RMA,COLGATE,Cttsf Reg Cs*16 Tpst Ss 1.4oz,00-35000-45987,"1,968.0","1,966.0","$156,423.98","78,245.0",$2.00,"$156,423.98","78,245.0",$79.56,39.8
1 Week End 07/13/2025,TARGET CORP - RMA,COLGATE,Cttwh Reg Waabf Tpst Ss 4.8oz,00-35000-46385,"1,968.0",1.0,$3.99,1.0,$3.99,$3.99,1.0,$3.99,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,COLGATE,Cttwh Reg Waabf Tpst Ss 9.6oz,00-35000-46393,"1,968.0",2.0,$14.06,2.0,$7.03,$14.06,2.0,$7.03,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Actvtd Charcoal Whtning Tthpste Ogc 4oz,08-19156-02003,"1,968.0","1,897.9","$50,441.84","9,696.0",$5.20,"$50,441.84","9,696.0",$26.58,5.1
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Antiplaque & Whitening Toothpaste 4.2oz,08-19156-02024,"1,968.0","1,931.0","$52,775.88","12,298.0",$4.29,"$52,775.88","12,298.0",$27.33,6.4
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Antiplaque Whitening Thpste 4.7oz (2pk),08-19156-02207,"1,968.0","1,807.0","$63,806.27","8,467.0",$7.54,"$63,806.27","8,467.0",$35.31,4.7
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Blue Raspberry Toothpaste 4.2 Oz,08-19156-02180,"1,968.0","1,650.0","$27,485.48","6,926.0",$3.97,"$27,485.48","6,926.0",$16.66,4.2
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Kids Watermelon Toothpaste 4.2 Oz,08-54296-00467,"1,968.0","1,829.1","$37,712.46","9,373.0",$4.02,"$37,712.46","9,373.0",$20.62,5.1
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Natural Spearmint Toothpaste 4.7 Oz,08-19156-02323,"1,968.0","1,323.1","$20,137.68","4,684.0",$4.30,"$20,137.68","4,684.0",$15.22,3.5
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Naturally Whtning Fluorde Tthpste 4.7oz,08-19156-02023,"1,968.0","1,869.0","$43,596.29","10,392.0",$4.20,"$43,596.29","10,392.0",$23.33,5.6
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Unicorn Sparkle Bubble Gum 4.2oz,08-19156-02174,"1,968.0","1,782.0","$31,297.92","7,861.0",$3.98,"$31,297.92","7,861.0",$17.56,4.4
1 Week End 07/13/2025,TARGET CORP - RMA,HELLO,Hello Vitamin C Whitening Toothpaste 4oz,08-27854-01168,"1,968.0","1,465.0","$20,553.03","4,132.0",$4.97,"$20,553.03","4,132.0",$14.03,2.8
1 Week End 07/13/2025,TARGET CORP - RMA,HISMILE,Hismile Blue Raspberry Toothpaste 2.1 Oz,00-35000-00729,"1,968.0",340.1,"$4,339.91",538.0,$8.07,"$4,339.91",538.0,$12.76,1.6
1 Week End 07/13/2025,TARGET CORP - RMA,LUMINEUX,Lumineux Oral Prfctn Whtnng Tthpst Ogc 3.75oz,08-60124-00017,"1,968.0","1,357.9","$22,495.09","3,232.0",$6.96,"$22,495.09","3,232.0",$16.56,2.4
1 Week End 07/13/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Bubble Gum Whitening Anti Cavity Toothpaste 4.2 Oz,08-50031-97079,"1,968.0","1,001.9","$8,414.13","1,673.0",$5.03,"$8,414.13","1,673.0",$8.40,1.7
1 Week End 07/13/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Strwbrry Kds Cheeth Tp 4.2oz,08-50031-97068,"1,968.0","1,342.0","$13,210.64","2,650.0",$4.99,"$13,210.64","2,650.0",$9.84,2.0
1 Week End 07/13/2025,TARGET CORP - RMA,MADE BY DENTISTS,Made By Dentists Watermelon Toothpaste 4 Oz,08-50031-97036,"1,968.0","1,446.1","$15,532.29","3,170.0",$4.90,"$15,532.29","3,170.0",$10.74,2.2
1 Week End 07/13/2025,TARGET CORP - RMA,ORAJEL,Orajel Bubble Guppies Antcvt Toothpaste 4.2oz,03-10310-32024,"1,968.0","1,784.0","$18,645.82","7,272.0",$2.56,"$18,645.82","7,272.0",$10.45,4.1
1 Week End 07/13/2025,TARGET CORP - RMA,ORAJEL,Orajel Toddler Training Tpaste Thomas 1.5 Oz,03-10310-32460,"1,968.0","1,827.1","$28,072.98","9,730.0",$2.89,"$28,072.98","9,730.0",$15.37,5.3
1 Week End 07/13/2025,TARGET CORP - RMA,PARODONTAX,Pdntx Pf#27 A#792 Tpst Ss 3.4oz,00-53100-38496,"1,968.0",24.0,$168.98,25.0,$6.76,$168.98,25.0,$7.04,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,POLIDENT,Polident Denture Cleanser Tablet Bx Ss 90ct,03-10158-35996,"1,968.0","1,805.1","$46,013.66","7,470.0",$6.16,"$46,013.66","7,470.0",$25.49,4.1
1 Week End 07/13/2025,TARGET CORP - RMA,POLIDENT,Polident Overnight Whitning Dntr Clnsr 120 Ct,03-10158-03449,"1,968.0",1.0,$1.00,1.0,$1.00,$1.00,1.0,$1.00,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,POLIGRIP,Poligrip  Toothpaste Tbibx 4.4oz,03-10158-36059,"1,968.0","1,058.0","$21,747.07","1,758.0",$12.37,"$21,747.07","1,758.0",$20.55,1.7
1 Week End 07/13/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL DENTURE CLEANSER MINT IWP FOIL IN BOX 120 CT - 1026194358,22-13845-06463,"1,968.0","1,739.9","$41,496.06","8,158.0",$5.09,"$41,496.06","8,158.0",$23.85,4.7
1 Week End 07/13/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL DENTURE CLEANSER NOT STATED ON PACKGE BOX 120 CT - 1185830327,22-14881-25682,"1,968.0","1,553.9","$23,173.72","4,716.0",$4.91,"$23,173.72","4,716.0",$14.91,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,PRIVATE LABEL,PRIVATE LABEL TOOTHPASTE MINT TUBE IN BOX 4 OZ 1 CT - 1185832009,22-14881-25709,"1,968.0","1,909.9","$47,936.28","11,966.0",$4.01,"$47,936.28","11,966.0",$25.10,6.3
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Scmpr Reg Saagn Tpst Ss 6.8oz,03-10158-85117,"1,968.0","1,479.9","$48,158.50","3,893.0",$12.37,"$48,158.50","3,893.0",$32.54,2.6
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne  Whitening Anti Cavity Toothpaste Ss 3.4oz,03-10158-35958,"1,968.0","1,570.1","$38,299.53","4,304.0",$8.90,"$38,299.53","4,304.0",$24.39,2.7
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clean Mnt Rpr Pronamel Tthpst 3.4oz,03-10158-88760,"1,968.0","1,862.9","$65,431.73","9,415.0",$6.95,"$65,431.73","9,415.0",$35.12,5.1
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clinical White Toothpaste 3.4 Oz,03-10158-35811,"1,968.0","1,747.0","$56,906.49","6,431.0",$8.85,"$56,906.49","6,431.0",$32.57,3.7
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Clinical White Toothpaste 3.4 Oz,03-10158-35814,"1,968.0","1,663.0","$43,827.89","4,939.0",$8.87,"$43,827.89","4,939.0",$26.35,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Extra Whitening Toothpaste 2.7 Oz,03-10158-08430,"1,968.0",779.9,"$48,049.64","8,195.0",$5.86,"$48,049.64","8,195.0",$61.60,10.5
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Fresh Mint Sensitive Anti Cavity Toothpaste Ss 8oz,27-00704-99294,"1,968.0",1.0,$12.49,1.0,$12.49,$12.49,1.0,$12.49,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Fresh Mint Toothpaste 4 Oz (2 Pk),03-10158-08189,"1,968.0","1,707.0","$73,394.27","5,891.0",$12.46,"$73,394.27","5,891.0",$43.00,3.5
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Gentl Whitn Alpine Brz Thpst 2.7 Oz,03-10158-83060,"1,968.0","1,871.0","$134,308.66","22,917.0",$5.86,"$134,308.66","22,917.0",$71.78,12.3
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Max Tpaste Xtra Whtng 4 Oz (2 Pk),03-10158-08414,"1,968.0","1,877.1","$130,132.60","10,490.0",$12.41,"$130,132.60","10,490.0",$69.33,5.6
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pro Enamel Alpine Brz 4 Oz,03-10158-85000,"1,968.0","1,827.1","$52,497.12","7,557.0",$6.95,"$52,497.12","7,557.0",$28.73,4.1
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel  Whitening Anti Cavity Toothpaste Ss 3.4oz,03-10158-35938,"1,968.0","1,692.1","$50,142.34","5,611.0",$8.94,"$50,142.34","5,611.0",$29.63,3.3
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel  Whitening Anti Cavity Toothpaste Ss 3.4oz,03-10158-35944,"1,968.0","1,518.9","$33,518.19","3,756.0",$8.92,"$33,518.19","3,756.0",$22.07,2.5
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Berry Blast Anti Cavity Toothpaste Ss 4oz,03-10158-35968,"1,968.0","1,643.1","$21,539.09","4,994.0",$4.31,"$21,539.09","4,994.0",$13.11,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Mint Ess Tthpste 4oz (2pk),03-10158-88718,"1,968.0","1,294.0","$31,921.48","2,572.0",$12.41,"$31,921.48","2,572.0",$24.67,2.0
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronamel Toothpaste 4 Oz (2 Pk),03-10158-83057,"1,968.0","1,627.9","$60,447.12","4,881.0",$12.38,"$60,447.12","4,881.0",$37.13,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Pronaml Freh Brsh Thpaste 2oz (2pk),03-10158-83086,"1,968.0","1,683.0","$65,082.05","5,259.0",$12.38,"$65,082.05","5,259.0",$38.67,3.1
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Sensitivity Gum And Enamel Toothpaste 3.4 Oz,03-10158-35661,"1,968.0","1,788.9","$59,118.75","8,508.0",$6.95,"$59,118.75","8,508.0",$33.05,4.8
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Whitening 4 Oz,03-10158-08404,"1,968.0","1,945.0","$118,624.37","17,074.0",$6.95,"$118,624.37","17,074.0",$60.99,8.8
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Whitening Rpr & Prtct Tthpate 3.4oz,03-10158-84060,"1,968.0",9.1,$69.75,10.0,$6.98,$69.75,10.0,$7.75,1.1
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sensodyne Xtra Frsh Rpair Prtct Tthpst 3.40oz,03-10158-84030,"1,968.0","1,902.1","$86,940.92","12,541.0",$6.93,"$86,940.92","12,541.0",$45.71,6.6
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Sndyn Frsmt Senac Tpst Ss 8oz,03-10158-08186,"1,968.0",720.1,"$12,846.11","1,056.0",$12.16,"$12,846.11","1,056.0",$17.84,1.5
1 Week End 07/13/2025,TARGET CORP - RMA,SPRINJENE,Srnj1 Reg Dacfb Tpst Ss 3.5oz,03-63404-00003,"1,968.0",1.0,$9.99,1.0,$9.99,$9.99,1.0,$9.99,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,SENSODYNE,Srpp2 Reg Snwha Tpst Ss 6.8oz,03-10158-85116,"1,968.0","1,724.0","$75,988.12","6,147.0",$12.36,"$75,988.12","6,147.0",$44.08,3.6
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Grape Toothpaste 5.1oz,00-35000-99490,"1,968.0",893.1,"$8,524.38","1,998.0",$4.27,"$8,524.38","1,998.0",$9.55,2.2
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Peppermint Toothpaste 4.5oz,08-27854-01164,"1,968.0","1,840.1","$43,914.50","8,222.0",$5.34,"$43,914.50","8,222.0",$23.87,4.5
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Peppermint Whiten Plus Deep Clean Whitening Toothpaste 4 Oz,08-27854-01933,"1,968.0","1,553.9","$24,441.97","4,706.0",$5.19,"$24,441.97","4,706.0",$15.73,3.0
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Strwbrry Child Toothpste 5.1oz,00-35000-97123,"1,968.0","1,871.0","$49,287.82","11,818.0",$4.17,"$49,287.82","11,818.0",$26.34,6.3
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Strwbrry Child Toothpste 5.1oz,00-35000-97122,"1,968.0","1,806.0","$32,231.34","7,654.0",$4.21,"$32,231.34","7,654.0",$17.85,4.2
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Toddler Training Tthpste 1.75oz,00-77326-83377,"1,968.0","1,708.0","$18,399.70","5,863.0",$3.14,"$18,399.70","5,863.0",$10.77,3.4
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Of Maine Wckd Cl Mld Mnt Tthpaste 5.1 Oz,00-35000-97120,"1,968.0","1,565.0","$19,415.80","4,606.0",$4.22,"$19,415.80","4,606.0",$12.41,2.9
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Peppermint Whole Care Toothpaste 4 Oz,00-77326-47017,"1,968.0",2.0,$6.17,2.0,$3.09,$6.17,2.0,$3.09,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Pepprmnt Antplq Whtnng Tthpst 4.5oz(3pk),08-27854-01377,"1,968.0","1,799.9","$93,099.33","7,878.0",$11.82,"$93,099.33","7,878.0",$51.72,4.4
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Pepprmnt Whl Cre Flrd Tthpaste 4oz (2pk),00-35000-98520,"1,968.0","1,581.1","$45,996.74","5,011.0",$9.18,"$45,996.74","5,011.0",$29.09,3.2
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Toms Spearmint Whole Care Toothpaste 4 Oz,00-77326-47018,"1,968.0",1.0,$7.99,1.0,$7.99,$7.99,1.0,$7.99,1.0
1 Week End 07/13/2025,TARGET CORP - RMA,TOMS OF MAINE,Tomtd Md#76 Ntrl Tpst Ss 1.75oz,27-00712-70417,"1,968.0",1.0,$3.19,1.0,$3.19,$3.19,1.0,$3.19,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,AQUAFRESH,+aexcl Reg Whacv Tpst Ss  16.8oz,00-53100-29150,"1,968.0","1,769.0","$56,008.94","7,068.0",$7.92,"$56,008.94","7,068.0",$31.66,4.0
1 Week End 07/20/2025,TARGET CORP - RMA,ARM & HAMMER,+ahccr Frsmt Wgc#2 Tpst Ss  12oz,00-33200-97543,"1,968.0","1,649.0","$36,830.77","5,287.0",$6.97,"$36,830.77","5,287.0",$22.34,3.2
1 Week End 07/20/2025,TARGET CORP - RMA,ARM & HAMMER,+amha8 Iic#9 Whacv Tpst Ss 5.5oz,00-33200-52002,"1,968.0","1,633.1","$27,360.70","6,915.0",$3.96,"$27,360.70","6,915.0",$16.75,4.2
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Acfrs Atcvt Tpst Ss 3.8oz,00-37000-81995,"1,968.0",10.0,$67.11,13.0,$5.16,$67.11,13.0,$6.71,1.3
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Acfrs Atcvt Tpst Ss 7.6oz,00-37000-82024,"1,968.0",3.9,$33.26,4.0,$8.32,$33.26,4.0,$8.32,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Chrcl Atcvt Tpst Ss 3.8oz,00-37000-84414,"1,968.0",4.9,$24.90,5.0,$4.98,$24.90,5.0,$4.98,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Chrcl Atcvt Tpst Ss 7.6oz,00-37000-84416,"1,968.0",1.0,$8.99,1.0,$8.99,$8.99,1.0,$8.99,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Chrcl Whacv Tpst Ss 9.2oz,00-30772-11625,"1,968.0","1,393.0","$43,261.91","2,911.0",$14.86,"$43,261.91","2,911.0",$31.06,2.1
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Dlm#1 Aswac Tpst Ss 2.1oz,00-30772-16187,"1,968.0","1,720.0","$51,169.60","5,763.0",$8.88,"$51,169.60","5,763.0",$29.75,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Dlm#1 Aswac Tpst Ss 3.1oz,00-30772-16189,"1,968.0","1,627.0","$57,965.96","4,888.0",$11.86,"$57,965.96","4,888.0",$35.63,3.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Iclmn Aepas Tpst Ss 3.8oz,00-30772-10316,"1,968.0","1,699.0","$23,106.54","5,771.0",$4.00,"$23,106.54","5,771.0",$13.60,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Iclmn Aepas Tpst Ss 4.4oz,00-30772-08486,"1,968.0",3.9,$16.69,4.0,$4.17,$16.69,4.0,$4.17,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Iclmn Aepas Tpst Ss 7.6oz,00-30772-13009,"1,968.0","1,558.1","$27,666.66","3,980.0",$6.95,"$27,666.66","3,980.0",$17.76,2.6
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Ivmnt Whacv Tpst Ss 2.4oz,00-30772-05373,"1,968.0","1,833.0","$36,509.39","7,265.0",$5.03,"$36,509.39","7,265.0",$19.92,4.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Ivmnt Whacv Tpst Ss 4.6oz,00-30772-11263,"1,968.0","1,439.0","$28,543.25","3,196.0",$8.93,"$28,543.25","3,196.0",$19.84,2.2
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh N/av Aswac Tpst Ss  4.1oz,00-30772-11280,"1,968.0","1,850.9","$57,561.46","11,508.0",$5.00,"$57,561.46","11,508.0",$31.10,6.2
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh N/av Waepr Tpst Ss  3.8oz,00-30772-11253,"1,968.0","1,743.1","$55,793.91","5,986.0",$9.32,"$55,793.91","5,986.0",$32.01,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Rnm#3 Atcvt Tpst   11.4oz,00-30772-00038,"1,968.0",2.0,$25.98,2.0,$12.99,$25.98,2.0,$12.99,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Rnm#3 Atcvt Tpst Ss 2.7oz,00-37000-80973,"1,968.0",1.0,$4.19,1.0,$4.19,$4.19,1.0,$4.19,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Rnm#3 Atcvt Tpst Ss 7.6oz,00-37000-81092,"1,968.0",1.0,$8.99,1.0,$8.99,$8.99,1.0,$8.99,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3dwh Rnm#3 Whacv Tpst Ss 3.8oz,00-37000-81027,"1,968.0",1.0,$4.99,1.0,$4.99,$4.99,1.0,$4.99,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wad Chrcl Aepas Tpst   13.2oz,00-30772-12559,"1,968.0","1,524.0","$32,200.14","3,606.0",$8.93,"$32,200.14","3,606.0",$21.13,2.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wad Chrcl Aepas Tpst Ss 3.3oz,00-30772-12560,"1,968.0","1,574.0","$20,113.59","4,055.0",$4.96,"$20,113.59","4,055.0",$12.78,2.6
