TIME FRAME,GEOGRAPHY,BRAND,DESCRIPTION,UPC,# of Stores,# of Stores Selling,Dollars,Units,ARP,Average Weekly Dollars,Average Weekly Units,Average Weekly Dollars Per Store Selling Per Item,Average Weekly Units Per Store Selling Per Item
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wad Dpcl1 Aepas Tpst Ss 3.3oz,00-30772-12558,"1,968.0",458.0,"$7,530.65","1,557.0",$4.84,"$7,530.65","1,557.0",$16.44,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wad Frsmt Waepr Tpst Ss   3oz,00-30772-05387,"1,968.0","1,546.1","$27,318.77","5,051.0",$5.41,"$27,318.77","5,051.0",$17.67,3.3
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wad Gmw#2 Aepas Tpst Ss 9.9oz,00-30772-10344,"1,968.0","1,276.1","$34,928.55","2,655.0",$13.16,"$34,928.55","2,655.0",$27.37,2.1
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wad Vrp#7 Awssf Tpst   13.8oz,00-30772-11628,"1,968.0","1,245.9","$44,550.00","2,368.0",$18.81,"$44,550.00","2,368.0",$35.75,1.9
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wbr Crwmn Aswac Tpst Ss 4.6oz,00-30772-11265,"1,968.0","1,660.0","$45,948.09","5,006.0",$9.18,"$45,948.09","5,006.0",$27.68,3.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wbr L#190 Aswac Tpst Ss 4.6oz,00-30772-11264,"1,968.0","1,768.1","$57,812.93","6,275.0",$9.21,"$57,812.93","6,275.0",$32.70,3.6
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wbr N/av Aepas Tpst Ss  3.9oz,00-30772-11276,"1,968.0","1,493.9","$31,622.74","3,533.0",$8.95,"$31,622.74","3,533.0",$21.17,2.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wbr N/av Aswac Tpst Ss  2.1oz,00-30772-16188,"1,968.0","1,859.0","$70,834.77","7,982.0",$8.87,"$70,834.77","7,982.0",$38.10,4.3
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wbr N/av Aswac Tpst Ss  3.1oz,00-30772-16191,"1,968.0","1,877.1","$114,311.40","9,645.0",$11.85,"$114,311.40","9,645.0",$60.90,5.1
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+c3wbr Vrp#7 Aswac Tpst Ss 9.2oz,00-30772-11627,"1,968.0","1,488.0","$48,583.73","3,282.0",$14.80,"$48,583.73","3,282.0",$32.65,2.2
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+ccvpr Reg Cavpr Tpst Ss  17.1oz,00-37000-12277,"1,968.0","1,898.9","$50,442.84","10,257.0",$4.92,"$50,442.84","10,257.0",$26.56,5.4
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+clgt3 N/av Aasep Tpst Tbibx 6oz,00-35000-99577,"1,968.0","1,504.9","$42,999.83","3,719.0",$11.56,"$42,999.83","3,719.0",$28.57,2.5
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+clgt3 N/av Aepas Tpst Tbibx 3oz,00-35000-99338,"1,968.0","1,819.0","$43,893.62","6,724.0",$6.53,"$43,893.62","6,724.0",$24.13,3.7
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cmrs4 Stb Atcvt Tpst Ss   4.2oz,00-37000-55570,"1,968.0","1,725.9","$14,866.72","5,763.0",$2.58,"$14,866.72","5,763.0",$8.61,3.3
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+cmxfr Colmt Whacv Tpst   18.9oz,00-35000-99699,"1,968.0","1,467.0","$30,355.00","4,037.0",$7.52,"$30,355.00","4,037.0",$20.69,2.8
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+cmxfr Mnt Atcvt Tpst Ss   6.3oz,08-27854-00008,"1,968.0","1,657.1","$43,078.72","5,733.0",$7.51,"$43,078.72","5,733.0",$26.00,3.5
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+colgt Bubfr Atcvt Tpst Ss 4.6oz,08-27854-00425,"1,968.0","1,662.0","$19,048.96","5,440.0",$3.50,"$19,048.96","5,440.0",$11.46,3.3
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+colgt Bubfr Atcvt Tpst Ss 4.6oz,08-27854-00424,"1,968.0","1,023.0","$9,584.92","2,880.0",$3.33,"$9,584.92","2,880.0",$9.37,2.8
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+copwh Colmt Atcvt Tpst Ss 4.2oz,00-35000-97872,"1,968.0","1,615.9","$26,506.96","4,415.0",$6.00,"$26,506.96","4,415.0",$16.40,2.7
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+copwh N/av Waepr Tpst Ss  3.2oz,00-35000-99530,"1,968.0","1,508.1","$29,703.71","4,717.0",$6.30,"$29,703.71","4,717.0",$19.70,3.1
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+cowad Reg Aepas Tpst Ss   9.6oz,00-35000-97230,"1,968.0","1,865.1","$103,472.17","9,060.0",$11.42,"$103,472.17","9,060.0",$55.48,4.9
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+cowad Reg Whacv Tpst Tb   9.6oz,00-35000-97226,"1,968.0","1,380.0","$42,887.39","3,447.0",$12.44,"$42,887.39","3,447.0",$31.08,2.5
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+cowad Spkmn Waepr Tpst   1.45oz,00-35000-97271,"1,968.0","1,874.9","$115,113.06","45,498.0",$2.53,"$115,113.06","45,498.0",$61.39,24.3
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,+cowrn N/av Aepas Tpst Tbibx 3oz,08-27854-01200,"1,968.0","1,877.1","$63,367.55","9,974.0",$6.35,"$63,367.55","9,974.0",$33.76,5.3
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cphgd Dpcl1 A#792 Tpst Ss 2.6oz,00-30772-06185,"1,968.0","1,759.0","$32,165.73","6,299.0",$5.11,"$32,165.73","6,299.0",$18.29,3.6
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cphgd Dpcl1 A#792 Tpst Ss 9.6oz,00-30772-11359,"1,968.0","1,511.0","$53,235.99","3,617.0",$14.72,"$53,235.99","3,617.0",$35.23,2.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cphgd N/av Wanan Tpst Ss  4.8oz,00-30772-11269,"1,968.0","1,702.9","$45,439.79","5,168.0",$8.79,"$45,439.79","5,168.0",$26.68,3.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl Clnmt Cs*16 Tpst   17.2oz,00-30772-05885,"1,968.0","1,895.0","$79,569.42","11,612.0",$6.85,"$79,569.42","11,612.0",$41.99,6.1
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl Clnmt Cs*16 Tpst Ss   3oz,00-30772-10168,"1,968.0","1,042.1","$40,622.30","13,276.0",$3.06,"$40,622.30","13,276.0",$38.98,12.7
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl Dpcl1 Aa#19 Tpst Ss 2.5oz,00-30772-06201,"1,968.0",119.1,$877.13,172.0,$5.10,$877.13,172.0,$7.37,1.5
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl N/av A#792 Tpst Ss  2.6oz,00-30772-06718,"1,968.0",938.9,"$29,284.93","5,764.0",$5.08,"$29,284.93","5,764.0",$31.19,6.1
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl N/av A#792 Tpst Ss  4.6oz,00-30772-11568,"1,968.0","1,507.1","$30,626.79","3,487.0",$8.78,"$30,626.79","3,487.0",$20.32,2.3
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl N/av Aagep Tpst Ss  4.8oz,00-30772-11270,"1,968.0","1,624.0","$38,706.50","4,407.0",$8.78,"$38,706.50","4,407.0",$23.83,2.7
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl N/av Gaspt Tpst Ss  4.3oz,00-30772-11924,"1,968.0","1,711.0","$24,432.47","5,886.0",$4.15,"$24,432.47","5,886.0",$14.28,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cprhl N/av Saagn Tpst Ss  4.8oz,00-30772-11284,"1,968.0","1,648.0","$42,140.23","4,813.0",$8.76,"$42,140.23","4,813.0",$25.57,2.9
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+cswh1 Frsmt Whacv Tpst   17.1oz,00-37000-12220,"1,968.0","1,905.0","$50,843.67","10,308.0",$4.93,"$50,843.67","10,308.0",$26.69,5.4
1 Week End 07/20/2025,TARGET CORP - RMA,HELLO,+hell3 Fpnch Atcvt Tpst Ss 4.2oz,08-19156-02363,"1,968.0","1,009.0","$11,282.71","2,435.0",$4.63,"$11,282.71","2,435.0",$11.18,2.4
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+kscrs Bblgm Actrc Tpst Ss 8.4oz,00-30772-13112,"1,968.0","1,230.0","$17,451.31","2,359.0",$7.40,"$17,451.31","2,359.0",$14.19,1.9
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+kscrs Bubbl Whacv Tpst Ss 4.2oz,00-30772-05715,"1,968.0","1,641.9","$19,851.26","5,022.0",$3.95,"$19,851.26","5,022.0",$12.09,3.1
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,+kscrs Stb Waepr Tpst Ss   4.1oz,00-30772-01684,"1,968.0","1,369.9","$13,155.36","3,193.0",$4.12,"$13,155.36","3,193.0",$9.60,2.3
1 Week End 07/20/2025,TARGET CORP - RMA,MADE BY DENTISTS,+mdba4 Frsmt Whacv Tpst Ss 4.2oz,08-50031-97070,"1,968.0","1,363.0","$18,351.18","3,308.0",$5.55,"$18,351.18","3,308.0",$13.46,2.4
1 Week End 07/20/2025,TARGET CORP - RMA,MADE BY DENTISTS,+mdba4 Frsmt Whacv Tpst Ss 4.2oz,08-50031-97071,"1,968.0",986.0,"$12,085.03","2,179.0",$5.55,"$12,085.03","2,179.0",$12.26,2.2
1 Week End 07/20/2025,TARGET CORP - RMA,MADE BY DENTISTS,+mdba4 Reg Whacv Tpst Ss   4.2oz,08-50031-97072,"1,968.0","1,172.9","$12,941.98","2,340.0",$5.53,"$12,941.98","2,340.0",$11.03,2.0
1 Week End 07/20/2025,TARGET CORP - RMA,NATIVE,+ntive Crwmn N/av Tpst Ss  4.1oz,00-37000-60614,"1,968.0","1,242.0","$16,825.88","2,382.0",$7.06,"$16,825.88","2,382.0",$13.55,1.9
1 Week End 07/20/2025,TARGET CORP - RMA,NATIVE,+ntive Wmpol Ancvf Tpst Ss 4.1oz,00-37000-60615,"1,968.0",2.0,$10.98,2.0,$5.49,$10.98,2.0,$5.49,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,NATIVE,+ntive Wmpol N/av Tpst Ss  4.1oz,00-37000-60616,"1,968.0","1,835.0","$60,783.88","8,671.0",$7.01,"$60,783.88","8,671.0",$33.12,4.7
1 Week End 07/20/2025,TARGET CORP - RMA,ORAJEL,+ojkds Nrwtr Whacv Tpst Ss 4.2oz,03-10310-99903,"1,968.0",771.1,"$3,520.06","1,387.0",$2.54,"$3,520.06","1,387.0",$4.57,1.8
1 Week End 07/20/2025,TARGET CORP - RMA,ORAJEL,+ojkds Ntbry Whacv Tpst Ss 4.2oz,03-10310-99899,"1,968.0","1,767.1","$16,286.95","6,360.0",$2.56,"$16,286.95","6,360.0",$9.22,3.6
1 Week End 07/20/2025,TARGET CORP - RMA,PARODONTAX,+pdntx Clnmt Aa#19 Tpst Ss 3.4oz,00-53100-74887,"1,968.0","1,854.1","$57,141.93","8,245.0",$6.93,"$57,141.93","8,245.0",$30.82,4.5
1 Week End 07/20/2025,TARGET CORP - RMA,PARODONTAX,+pdntx Frsmt Aa#19 Tpst Ss 3.4oz,00-53100-88771,"1,968.0",877.9,"$24,242.60","3,542.0",$6.84,"$24,242.60","3,542.0",$27.61,4.0
1 Week End 07/20/2025,TARGET CORP - RMA,PARODONTAX,+pdntx Frsmt Aagrw Tpst Ss 3.4oz,00-53100-88770,"1,968.0",15.0,$104.10,15.0,$6.94,$104.10,15.0,$6.94,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,PARODONTAX,+pdntx N/av Aagrw Tpst Ss  6.8oz,00-53100-74908,"1,968.0","1,185.9","$29,504.53","2,365.0",$12.48,"$29,504.53","2,365.0",$24.88,2.0
1 Week End 07/20/2025,TARGET CORP - RMA,PARODONTAX,+pdntx Pf#27 Wanan Tpst Ss 6.8oz,00-53100-12212,"1,968.0","1,323.1","$39,618.03","2,842.0",$13.94,"$39,618.03","2,842.0",$29.95,2.2
1 Week End 07/20/2025,TARGET CORP - RMA,PARODONTAX,+pdntx Reg A#792 Tpst Ss  10.2oz,00-53100-74893,"1,968.0",1.0,$12.24,1.0,$12.24,$12.24,1.0,$12.24,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,REMBRANDT,+rmbrt Reg N/av Tpst Tbibx   7oz,00-49336-57928,"1,968.0",1.0,$21.98,2.0,$10.99,$21.98,2.0,$21.98,2.0
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sndyn Colmt Ewsan Tpst Ss  12oz,03-10158-35748,"1,968.0","1,563.0","$73,246.35","4,224.0",$17.34,"$73,246.35","4,224.0",$46.86,2.7
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sndyn Mnt Acsep Tpst Ss   6.8oz,03-10158-35889,"1,968.0","1,695.0","$71,296.76","5,753.0",$12.39,"$71,296.76","5,753.0",$42.06,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sndyn Mnt Sagep Tpst Ss   2.3oz,03-10158-35655,"1,968.0","1,423.1","$71,530.72","12,226.0",$5.85,"$71,530.72","12,226.0",$50.27,8.6
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sndyn Mnt Sagep Tpst Ss  10.2oz,03-10158-35895,"1,968.0",821.1,"$26,948.96","1,550.0",$17.39,"$26,948.96","1,550.0",$32.82,1.9
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sndyn Reg Gaspt Tpst Ss   3.4oz,03-10158-26689,"1,968.0","1,541.9","$48,017.51","3,880.0",$12.38,"$48,017.51","3,880.0",$31.14,2.5
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sndyn Reg Waabf Tpst Ss   3.4oz,03-10158-26149,"1,968.0","1,905.0","$84,553.37","12,239.0",$6.91,"$84,553.37","12,239.0",$44.38,6.4
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sprrp Acb*2 Acsep Tpst Ss 6.8oz,03-10158-88766,"1,968.0","1,841.1","$110,056.11","8,888.0",$12.38,"$110,056.11","8,888.0",$59.78,4.8
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sprrp Reg Waepr Tpst Ss   3.4oz,03-10158-88763,"1,968.0","1,941.0","$125,616.88","18,148.0",$6.92,"$125,616.88","18,148.0",$64.72,9.4
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sprrp Xfrsh Acsep Tpst Ss 6.8oz,03-10158-88767,"1,968.0","1,693.1","$69,087.33","5,579.0",$12.38,"$69,087.33","5,579.0",$40.81,3.3
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+ssng1 Reg Snwha Tpst Ss   3.4oz,03-10158-88765,"1,968.0",3.9,$28.75,5.0,$5.75,$28.75,5.0,$7.19,1.3
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sspr3 Acb*2 Acsep Tpst   10.2oz,03-10158-35892,"1,968.0","1,319.9","$51,443.56","2,954.0",$17.41,"$51,443.56","2,954.0",$38.97,2.2
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sspr3 Colmt Wtnng Tpst Ss 6.8oz,03-10158-35844,"1,968.0","1,616.9","$55,989.50","4,499.0",$12.44,"$55,989.50","4,499.0",$34.63,2.8
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sspr3 Frsmt Senac Tpst Ss 3.4oz,03-10158-35691,"1,968.0","1,698.0","$38,011.22","5,495.0",$6.92,"$38,011.22","5,495.0",$22.39,3.2
1 Week End 07/20/2025,TARGET CORP - RMA,SENSODYNE,+sspr3 Frsmt Waepr Tpst Ss  12oz,03-10158-35745,"1,968.0",1.0,$16.61,1.0,$16.61,$16.61,1.0,$16.61,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,UP&UP,+upup* Slyst Whacv Tpst Ss 4.2oz,01-91907-97588,"1,968.0","1,168.0","$6,908.87","2,086.0",$3.31,"$6,908.87","2,086.0",$5.92,1.8
1 Week End 07/20/2025,TARGET CORP - RMA,ARM & HAMMER,Ar&hp Frsmt Actrc Tpst Ss 12oz,00-33200-00127,"1,968.0","1,834.0","$53,907.99","7,746.0",$6.96,"$53,907.99","7,746.0",$29.39,4.2
1 Week End 07/20/2025,TARGET CORP - RMA,ARM & HAMMER,Arm & Ham Xtr-w Tpaste W/fl Tb 6 Oz,00-33200-18626,"1,968.0","1,815.1","$34,761.37","8,306.0",$4.19,"$34,761.37","8,306.0",$19.15,4.6
1 Week End 07/20/2025,TARGET CORP - RMA,ARM & HAMMER,Arm & Hammer Advncd White Tthpste 6 Oz (2 Ct),00-33200-18013,"1,968.0","1,914.1","$82,767.32","11,888.0",$6.96,"$82,767.32","11,888.0",$43.24,6.2
1 Week End 07/20/2025,TARGET CORP - RMA,ACT,Atkd1 Bgm#3 Atcvt Tpst Ss 4.6oz,00-41167-09422,"1,968.0","1,793.0","$23,492.60","7,358.0",$3.19,"$23,492.60","7,358.0",$13.10,4.1
1 Week End 07/20/2025,TARGET CORP - RMA,BOKA,Boka Ela Mint Nano-hydroxyapatite Toothpaste 3.4oz,08-50049-83875,"1,968.0","1,279.0","$49,656.40","5,019.0",$9.89,"$49,656.40","5,019.0",$38.82,3.9
1 Week End 07/20/2025,TARGET CORP - RMA,BOKA,Boka Kids N-ha Orange Cream Toothpaste 3.4oz,08-50049-83897,"1,968.0",348.9,"$4,826.99",487.0,$9.91,"$4,826.99",487.0,$13.83,1.4
1 Week End 07/20/2025,TARGET CORP - RMA,BOKA,Boka Kids Strawberry Mango N-ha Toothpaste 3.4 Oz,08-50049-83892,"1,968.0",605.0,"$11,096.33","1,124.0",$9.87,"$11,096.33","1,124.0",$18.34,1.9
1 Week End 07/20/2025,TARGET CORP - RMA,BOKA,Boka Whitening Mint Nano-hydroxyapatite Toothpaste 3.4oz,08-50049-83876,"1,968.0","1,321.9","$61,554.89","6,200.0",$9.93,"$61,554.89","6,200.0",$46.56,4.7
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,C3dwh Acfrs Aepas Tpst Ss 9.6oz,27-00704-99139,"1,968.0",1.0,$8.99,1.0,$8.99,$8.99,1.0,$8.99,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,C3dwh Rnm#3 Whacv Tpst Ss 5.8oz,27-00717-02775,"1,968.0",2.0,$9.73,2.0,$4.87,$9.73,2.0,$4.87,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,Ccwp2 Llsmn Wabfr Tpst 16.2oz,00-37000-91204,"1,968.0","1,860.9","$99,686.74","10,275.0",$9.70,"$99,686.74","10,275.0",$53.57,5.5
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,Ccwp2 Mf#30 Wabfr Tpst 16.2oz,00-37000-91270,"1,968.0","1,668.1","$50,492.11","5,673.0",$8.90,"$50,492.11","5,673.0",$30.27,3.4
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Cgsns Frsmt Snwha Tpst Ss 18oz,00-35000-45338,"1,968.0",1.0,$5.02,1.0,$5.02,$5.02,1.0,$5.02,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,Cmbs1 Reg Wabfr Tpst Ss 11.4oz,00-37000-90731,"1,968.0","1,558.1","$29,883.59","4,323.0",$6.91,"$29,883.59","4,323.0",$19.18,2.8
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,Cmbs1 Reg Wabfr Tpst Ss 11.6oz,00-37000-90734,"1,968.0","1,887.9","$72,677.23","10,505.0",$6.92,"$72,677.23","10,505.0",$38.49,5.6
1 Week End 07/20/2025,TARGET CORP - RMA,CREST,Cmbw1 Mfrsh Whacv Tpst Ss 4.6oz,27-00711-13328,"1,968.0",1.0,$4.39,1.0,$4.39,$4.39,1.0,$4.39,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate 2 In 1 Tootpaste Kids Watrmeln 4.6 Oz,00-35000-76441,"1,968.0","1,656.1","$21,774.25","5,432.0",$4.01,"$21,774.25","5,432.0",$13.15,3.3
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate 2 In 1 Whitening 4.6 Oz,00-35000-76410,"1,968.0","1,579.9","$21,482.70","5,099.0",$4.21,"$21,482.70","5,099.0",$13.60,3.2
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Bk Sd & Perx Wht Tthpst Brsk Mnt 8 Oz,00-35000-51085,"1,968.0","1,868.0","$33,586.16","13,261.0",$2.53,"$33,586.16","13,261.0",$17.98,7.1
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Cavity Protction Toothpaste 8.2 Oz,27-00704-99108,"1,968.0",1.0,$2.13,1.0,$2.13,$2.13,1.0,$2.13,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Cavity Protection Toothpaste With Fluoride 6oz (3pk),00-35000-46946,"1,968.0","1,922.9","$76,001.96","15,298.0",$4.97,"$76,001.96","15,298.0",$39.52,8.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Charcoal Whitening Tthpst 5.1oz (2pk),08-27854-00181,"1,968.0",1.0,$4.99,1.0,$4.99,$4.99,1.0,$4.99,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Fresh Stripe Toothpst Gel 5.1oz (2pk),08-27854-00195,"1,968.0",1.0,$6.39,1.0,$6.39,$6.39,1.0,$6.39,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Kids Cavity Protection Tthpste 4.6 Oz,00-35000-78331,"1,968.0","1,681.1","$16,704.14","5,929.0",$2.82,"$16,704.14","5,929.0",$9.94,3.5
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Kids Mint Bubble Fruit Tthpst 4.4 Oz,00-35000-78335,"1,968.0","1,719.1","$24,787.00","6,653.0",$3.73,"$24,787.00","6,653.0",$14.42,3.9
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fresh Cool Mint Toothpaste 6.3 Oz (3 Pk),08-27854-00009,"1,968.0","1,745.0","$62,987.57","8,393.0",$7.50,"$62,987.57","8,393.0",$36.10,4.8
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fresh Cool Mint Travel Tpst 1 Oz,00-35000-76109,"1,968.0",2.0,$1.24,2.0,$0.62,$1.24,2.0,$0.62,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Max Fresh With Whitening Breath Strips Toothpaste Cool Mint 6.3 Oz,00-35000-99667,"1,968.0","1,859.0","$46,353.55","11,740.0",$3.95,"$46,353.55","11,740.0",$24.93,6.3
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Max Frsh Whtng Frsh Strp Thpst 1.9oz,00-35000-76687,"1,968.0","1,693.1","$76,205.53","74,662.0",$1.02,"$76,205.53","74,662.0",$45.01,44.1
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Mint Total Active Prevention Whitening Toothpaste 5.1 Oz,08-27854-00188,"1,968.0","1,909.9","$65,125.00","13,285.0",$4.90,"$65,125.00","13,285.0",$34.10,7.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Mint Total Active Prevention Whitening Toothpaste 5.1 Oz (2 Pk),08-27854-00194,"1,968.0","1,830.0","$76,653.60","10,038.0",$7.64,"$76,653.60","10,038.0",$41.89,5.5
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Optic White Purple Toothpaste 4.2 Oz,08-27854-01126,"1,968.0","1,827.1","$43,295.57","7,276.0",$5.95,"$43,295.57","7,276.0",$23.70,4.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Optic White Stain Fighter Teeth Whitening Toothpaste 4.2oz,00-35000-45836,"1,968.0","1,811.0","$39,654.33","10,198.0",$3.89,"$39,654.33","10,198.0",$21.90,5.6
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Optic White Stain Fighter Teeth Whitening Toothpaste 6oz,00-35000-47217,"1,968.0","1,922.0","$61,770.26","12,202.0",$5.06,"$61,770.26","12,202.0",$32.14,6.4
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Optic Wht Stn Cln Mnt Thpst 6oz (2pk),08-27854-00897,"1,968.0","1,849.9","$73,258.88","8,529.0",$8.59,"$73,258.88","8,529.0",$39.60,4.6
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Sensitv Complt Protct Thpst 6oz (2pk),00-35000-52584,"1,968.0","1,418.9","$33,260.74","3,649.0",$9.12,"$33,260.74","3,649.0",$23.44,2.6
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Senstive Whitening Tthpst 6 Oz (2 Pk),00-35000-52573,"1,968.0","1,442.0","$34,907.56","3,894.0",$8.96,"$34,907.56","3,894.0",$24.21,2.7
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Sprklng White Optic White Tpste 3.2oz,00-35000-97162,"1,968.0","1,947.9","$85,828.05","18,542.0",$4.63,"$85,828.05","18,542.0",$44.06,9.5
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total  Whitening Anticavity Antigingivitis Antiplaq Breath Freshner Toothpaste Ss 1.9oz,27-00711-75111,"1,968.0",5.9,$11.74,6.0,$1.96,$11.74,6.0,$1.96,1.0
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total Deep Clean Toothpaste Mnt 5.1oz,08-27854-00185,"1,968.0","1,792.1","$37,359.08","7,680.0",$4.86,"$37,359.08","7,680.0",$20.85,4.3
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total Plq Pro Rls Whtng Toothpst 3 Oz,08-27854-00631,"1,968.0","1,554.9","$24,244.12","4,224.0",$5.74,"$24,244.12","4,224.0",$15.59,2.7
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total Toothpaste Clean Mint 5.1 Oz,08-27854-00203,"1,968.0","1,747.0","$54,685.00","7,159.0",$7.64,"$54,685.00","7,159.0",$31.30,4.1
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total Whitening Anti Cavity Toothpaste Tbibx 3oz,08-27854-01800,"1,968.0","1,096.0","$11,292.38","1,944.0",$5.81,"$11,292.38","1,944.0",$10.30,1.8
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total Whitening Tthpst Gel Mnt 5.1oz,08-27854-00191,"1,968.0","1,623.0","$39,637.77","5,212.0",$7.61,"$39,637.77","5,212.0",$24.42,3.2
1 Week End 07/20/2025,TARGET CORP - RMA,COLGATE,Colgate Total Whitening Tthpst Gel Mnt 5.1oz,08-27854-00186,"1,968.0",1.0,$4.99,1.0,$4.99,$4.99,1.0,$4.99,1.0
